description,name,source,url
"🆕 🇨🇳 **June 6, 2026**. Moonshot AI's terminal coding agent (TypeScript, MIT). Built-in coder / explore / plan sub-agents in isolated contexts, conversational MCP setup via `/mcp-config`, npm install. Aimed squarely at next-gen Kimi K2.6 agents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FMoonshotAI%2Fkimi-code&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Kimi Code CLI,GitHub Awesome,https://github.com/MoonshotAI/kimi-code
"🆕 **Build 2026 (June 2, 2026)**. Microsoft's first fully in-house 5B coding model lands as a model picker option in GitHub Copilot — outperforms Claude Haiku 4.5 on four core coding benchmarks (SWE-Bench Pro 51.2% vs 35.2%) at significantly lower cost.",MAI-Code-1-Flash in GitHub Copilot,GitHub Awesome,https://microsoft.ai/news/introducingmai-code-1-flash/
"SDK for building agents on the Claude Code harness (rebranded from Claude Code SDK in late September 2025). **June 2026** Claude Code releases add hierarchical subagent spawning, Dynamic Workflows (fan out tens–hundreds of parallel subagents), rubric-driven Outcomes, and fallback model chains — powering the ""ultracode"" mode enabling up to 1,000 subagents per execution. Python + TypeScript.",Claude Agent SDK,GitHub Awesome,https://docs.anthropic.com/en/docs/claude-code/sdk
"🆕 ⚠️ **Unverified.** Spec-driven delivery framework for PMs working with AI coding agents (Claude Code, OpenClaw, Codex, Cursor, Copilot). 4 delivery tiers (Lite/Standard/L2/Full), 0D triage routing, prototype testability rules, AI runtime governance, 5 domain modules. SKILL.md convention; hosted on ClawHub. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Ffranklinxkk%2Fai-delivery-spec&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",ai-delivery-spec,GitHub Awesome,https://github.com/franklinxkk/ai-delivery-spec
"🆕 ⚠️ **Unverified.** Tiny Python scaffold for guarded Claude Code/Codex/Gemini loops with repo-local specs, fresh-context iterations, git-hook gate, CI verification, and coverage gates. Installable via `uvx ralph-harness demo`. MIT. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Frxdt%2Fpy_ralph_frame&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Ralph Harness,GitHub Awesome,https://github.com/rxdt/py_ralph_frame
"🆕 ⚡ Sourcegraph's frontier coding agent (VS Code extension + CLI). No BYOK — model access is bundled, and its model-agnostic ""Dial"" router picks the model for you. **July 2026 was a heavy month**: paid subscriptions launched in beta July 18 (Megawatt $20/mo, Gigawatt $200/mo, with the option to attach your own ChatGPT or X Premium+/SuperGrok sub), self-scheduling agents July 21, ""Multiplayer"" shared-thread collaboration July 22, and [event-driven Orbs](https://ampcode.com/news/event-driven-orbs) July 23 — agents that wake on an external event (CI failure on GitHub, a new Linear issue, a monitor alert, a Discord message; anything that can send an HTTP request). **August kept pace**: ""Attach Anything"" uploads (video/logs/PDF/datasets, Aug 4), ""Portals into Orbs"" live-reloading previews (Aug 6), Dial running on a linked ChatGPT subscription (Aug 10), and Global Plugins and Skills (Aug 11). Closed-source.",Amp,GitHub Awesome,https://ampcode.com
"🆕 ⚡ **July 10, 2026**. Side Chats (parallel AI conversations without disrupting main workflow), conversation history search, redesigned project/repo pickers, new Cloud Agent Hooks (granular control + observability over agent conversations — prompts, responses, sub-agent activities). **August 2026**: Google Workspace plugins let agents access Gmail/Drive/Calendar (Aug 3), and pre-built dev environments make Cloud Agents start **3× faster** (Aug 13).",Cursor 3.11,GitHub Awesome,https://cursor.com/changelog
"🆕 **May 11–13, 2026**. Microsoft Teams integration (`@Cursor` in Teams delegates to cloud agents), faster parallel-agent plan execution, multi-repo / Dockerfile-based dev-environment configs for agents, `/multitask` async sub-agents, Vulnerability Scanner, granular per-model access controls.",Cursor 3.4 (Teams + PR review),GitHub Awesome,https://cursor.com/changelog
"🆕 **May 2026**. PR-review experience, parallel agents, enterprise model controls; previous 3.1 in April.",Cursor 3.3,GitHub Awesome,https://cursor.com/changelog
"🆕 **April 29, 2026** (public beta). TypeScript SDK exposing Cursor's runtime, harness, and models so developers can build programmatic agents on top of the Cursor stack — sandboxed cloud VMs, subagents, hooks, token-based pricing.",Cursor SDK,GitHub Awesome,https://cursor.com/blog/typescript-sdk
Open-source AI coding extension (VS Code / JetBrains) with Auto Model routing across 500+ models; acquired by Anaconda (2026). MiniMax models heavily featured.,Kilo Code,GitHub Awesome,https://kilo.ai/
The AI code editor with Feb 2026 update supporting up to 8 parallel agents.,Cursor,GitHub Awesome,https://www.cursor.com/
"🆕 **Rebranded June 2, 2026**. Cognition renamed the Windsurf IDE to **Devin Desktop** (windsurf.com now redirects to devin.ai): **Devin Local** (Rust rewrite, ~30% more token-efficient, subagent support) replaces Cascade, an **Agent Command Center** Kanban becomes the default surface, and it ships open **Agent Client Protocol (ACP)** support. Cascade reaches end-of-life July 1, 2026.",Windsurf → Devin Desktop,GitHub Awesome,https://devin.ai/blog/windsurf-is-now-devin-desktop/
Autonomous coding agent in your IDE — VS Code extension. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcline%2Fcline&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Cline,GitHub Awesome,https://github.com/cline/cline
"⚠️ **Discontinued as an IDE extension.** Roo Code announced (April 22, 2026) shutdown of its VS Code extension, Cloud, and Router on May 15, 2026, pivoting to **Roomote**, a cloud coding agent (Slack/GitHub/Linear → PRs); roocode.com now redirects to roomote.dev.",Roo Code → Roomote,GitHub Awesome,https://roomote.dev/
"📦 **Archived** (repository archived on GitHub as of 2026-08; maintainers exploring new coding ideas; no further updates expected). Fork of VS Code positioned as the open-source Cursor alternative; data stays with you, BYO model. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fvoideditor%2Fvoid&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Void,GitHub Awesome,https://github.com/voideditor/void
Open-source AI code assistant for VS Code and JetBrains. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcontinuedev%2Fcontinue&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Continue,GitHub Awesome,https://github.com/continuedev/continue
"Agent mode with expanded model access and `gh copilot` shell integration in early 2026. **July 2026 updates**: `/security-review` command (public preview) for AI-driven vulnerability scanning of in-progress changes; expanded ""long-distance next edit suggestions"" across full active file; C++ modernization agent GA in Visual Studio; refreshed Copilot Usage window for real-time billing tracking. **July 31, 2026**: Gemini 2.5 Pro and Gemini 3 Flash deprecated in all Copilot experiences (migrate to Gemini 3 Flash Exp or other available models); new Visual Studio .NET/Azure-specific agent (Copilot SDK); enterprise admins gain user-level model policy targeting (public preview).",GitHub Copilot,GitHub Awesome,https://github.com/features/copilot
"AWS autonomous agent. Spec-driven development, manages up to 10 simultaneous tasks.",Kiro,GitHub Awesome,https://kiro.dev/
AI coding companion deeply integrated with AWS ecosystem.,Amazon Q Developer,GitHub Awesome,https://aws.amazon.com/q/developer/
"🆕 **VS 2026 Insiders May 12-15, 2026**. Copilot Chat ""Agent Mode"" now ships a guided Skills workflow inside Visual Studio 2026: discover, manage, and author reusable Copilot Skills with whole-solution context, plus terminal command execution and tool invocation.",Visual Studio 2026 Agent Mode + Skills,GitHub Awesome,https://devblogs.microsoft.com/visualstudio/agent-skills-in-visual-studio/
"🆕 **May 22, 2026**. New AI Assistant skill for JetBrains Rider that surfaces .NET coverage data to Claude Code / Codex so agents target untested branches, reducing AI cost for test generation.",JetBrains Rider AI Test-Writing Skill,GitHub Awesome,https://blog.jetbrains.com/dotnet/2026/05/22/claude-codex-ai-agent-skill-for-writing-tests/
"🆕 ⚡ **August 2026 (v0.6.7, Aug 14)**. Addy Osmani's production-grade engineering skills for AI coding agents — skills encode the workflows, quality gates, and best practices that senior engineers use (DEFINE → PLAN → BUILD → VALIDATE), packaged so agents follow them consistently across every development phase. MIT license; **86,000+ stars**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Faddyosmani%2Fagent-skills&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Agent Skills (addyosmani),GitHub Awesome,https://github.com/addyosmani/agent-skills
"🆕 **July 2026**. Cursor's intelligent model-routing system analyzes each request and routes to the optimal model (Intelligence / Balance / Cost modes); integrates Grok models trained on trillions of Cursor interaction tokens (Grok 4.6 became the Cursor default on August 12, 2026). Companion: Cursor iOS app (July 2026) for mobile development. Part of Cursor IDE.",Cursor Router,GitHub Awesome,https://cursor.com/
"🆕 **July 2026 updates**. GPT-5.6 / Claude Opus 5 / Claude Fable 5 model support, **Devin Outposts** (run Devin agent on any machine), **Agentic MapReduce** architecture for distributed reasoning across large codebases. Acquired Poke (AI texting assistant) July 23, 2026.",Devin Desktop (formerly Windsurf) — July 2026 updates,GitHub Awesome,https://devin.ai/
"🆕 **July 22, 2026**. Enhanced AI agent intelligence and native GitHub Copilot integration; improved AI-assisted debugging and refactoring within the IDE ecosystem.",JetBrains Rider 2026.2,GitHub Awesome,https://www.jetbrains.com/rider/
"🆕 **July 2026**. Redesigned Agent Mode for AI-assisted Android development — memory leak detection, AI-powered crash analysis, and intelligent app-building workflows.",Android Studio Quail 2,GitHub Awesome,https://developer.android.com/studio
"🆕 **May 13, 2026**. New dev environments for cloud agents: multi-repo workspaces, Dockerfile-based config with build secrets, 70% faster cached image layers, per-environment version history with rollback, audit logs, scoped egress and secrets. Companion to the Cursor 3.4 release.",Cursor 3.4 Cloud Agent Environments,GitHub Awesome,https://cursor.com/changelog
"🆕 **2026-07-30**. Devin + GitHub: large tasks auto-split into independent small PRs, downstream PRs auto-rebased, focused context in Devin Review. Includes Faros AI data from 10,000+ developers.",Devin Stacked PRs,GitHub Awesome,https://devin.ai/blog/introducing-pr-stacks
"🆕 **July 1, 2026**. Cognition's parallel-agent security product: finds vulnerabilities across a codebase, validates exploitability at runtime, and opens remediation PRs; found 36/50 real-world vulns at ~30% lower cost per finding than the next-best tool.",Devin Security Swarm,GitHub Awesome,https://cognition.com/blog
"🆕 **February 24, 2026**. End-to-end testing with computer use (Linux desktop + screen recordings), self-review/auto-fix before PR, 3× faster startup. Cognition's flagship autonomous software engineer (Devin 2.x line; Core plan from $20/mo since Devin 2.0). **August 2026**: Cognition reported to be raising at a **$40B+ valuation** as Devin approaches $1B in annualized revenue (press reports).",Devin 2.2,GitHub Awesome,https://cognition.com/blog/introducing-devin-2-2
Open-source platform for AI software developers as autonomous agents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FAll-Hands-AI%2FOpenHands&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),OpenHands,GitHub Awesome,https://github.com/All-Hands-AI/OpenHands
Turn LLMs into software engineering agents that fix real GitHub issues. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FSWE-agent%2FSWE-agent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),SWE-agent,GitHub Awesome,https://github.com/SWE-agent/SWE-agent
💤 **Stale** (no commits since 2025-09). Agentic AI software engineer — open-source alternative to Devin. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fstitionai%2Fdevika&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Devika,GitHub Awesome,https://github.com/stitionai/devika
"📦 **Archived** (2026-04). Specify what you want built, AI asks for clarification, then builds it. Foundational project of the autonomous-coding era, kept for historical reference. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fgpt-engineer-org%2Fgpt-engineer&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",GPT Engineer,GitHub Awesome,https://github.com/gpt-engineer-org/gpt-engineer
📦 **Archived** (2026-07-16). Programmatic code manipulation and multi-file refactoring SDK. Kept for historical reference. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcodegen-sh%2Fcodegen&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Codegen,GitHub Awesome,https://github.com/codegen-sh/codegen
